"Id","Name","Parent","File","Components"
"PenExploding","","Pen","Resources\Prototypes\Entities\Objects\Weapons\Bombs\pen.yml","TimerTrigger,Explosive,ActivateOnPaperOpened,ExplodeOnTrigger,TriggerOnUse,TriggerOnSignal,DeviceLinkSink,EmitSoundOnUse,AddComponentsOnTrigger,EmbeddableProjectile,ThrowingAngle,LandAtCursor,DamageOtherOnHit"
"Pill","pill","BaseItem","Resources\Prototypes\Entities\Objects\Specific\Chemistry\chemistry.yml","Sprite,Item,Pill,Edible,BadFood,FlavorProfile,SolutionContainerManager,ExplosionResistance,Damageable,Destructible,SolutionSpiker,Extractable,StaticPrice,Tag"
"PipeBomb","pipe bomb","[ TimerGrenadeBase, BaseMinorContraband ]","Resources\Prototypes\Entities\Objects\Weapons\Bombs\pipebomb.yml","Sprite,TriggerOnActivate,TimerTrigger,RandomTimerTrigger,ExplodeOnTrigger,Explosive,Appearance,TimerTriggerVisuals,Construction"
"PlushieArachind","arachnid plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Clothing,FoodSequenceElement"
"PlushieBiomass","","BaseItem","Resources\Prototypes\_WH40K\Entities\Objects\Fun\toys.yml","Sprite,PointLight,AmbientSound"
"PlushieCarp","carp plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,FoodSequenceElement,Tag"
"PlushieDiona","diona plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,MeleeWeapon,Edible,SolutionContainerManager,RefillableSolution,SolutionContainerVisuals,Appearance,Reactive,Fixtures,CollisionWake,Clothing,FoodSequenceElement"
"PlushieExperiment #Arf!","experiment plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Clothing,FoodSequenceElement,Tag"
"PlushieFizzo","FizzoGhoster","BasePlushie","Resources\Prototypes\_WH40K\Entities\Objects\Fun\toys.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnCollide,EmitSoundOnActivate,EmitSoundOnTrigger,MeleeWeapon"
"PlushieHampter","hampter plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Clothing,FoodSequenceElement"
"PlushieHuman","human plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnCollide,Edible,MeleeWeapon,EmitSoundOnTrigger,Clothing,FoodSequenceElement"
"PlushieLizard #Weh!","lizard plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Extractable,SolutionContainerManager,Clothing,Speech,FoodSequenceElement,Tag"
"PlushieLizardInversed #Hew!","drazil plushie","PlushieLizard","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnCollide,EmitSoundOnTrigger,Edible,MeleeWeapon,Extractable,SolutionContainerManager,Clothing,FoodSequenceElement"
"PlushieLizardJobClown","clown lizard plushie","BasePlushieLizardJob","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushielizard_jobs.yml","Sprite,EmitSoundOnUse,EmitSoundOnActivate,EmitSoundOnTrigger"
"PlushieLizardJobMime","mime lizard plushie","BasePlushieLizardJob","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushielizard_jobs.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon"
"PlushieMoth","moth plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,MeleeWeapon,Edible,Clothing,FoodSequenceElement"
"PlushieSharkBlue","blue shark soft toy","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnTrigger,EmitSoundOnActivate,EmitSoundOnCollide,MeleeWeapon,Edible,Item,FoodSequenceElement,Tag"
"PlushieSlime","slime plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnCollide,EmitSoundOnTrigger,MeleeWeapon,Edible,Clothing,FoodSequenceElement"
"PlushieSnake","snake plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Clothing,Speech,FoodSequenceElement"
"PlushieSpaceLizard #бµ‚бµ‰К°!","space lizard plushie","PlushieLizard","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Clothing,FoodSequenceElement"
"PlushieVox","vox plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Clothing,FoodSequenceElement"
"PlushieVulp","vulpkanin plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,Edible,MeleeWeapon,Clothing,FoodSequenceElement"
"PlushieXeno","xeno plushie","BasePlushie","Resources\Prototypes\Entities\Objects\Fun\Plushies\plushies.yml","Sprite,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnTrigger,EmitSoundOnCollide,Edible,MeleeWeapon,Clothing,FoodSequenceElement"
"PortableFlasher","portable flasher","[BaseMachine, BaseSecurityContraband]","Resources\Prototypes\Entities\Objects\Weapons\security.yml","EmitSoundOnTrigger,FlashOnTrigger,TriggerOnProximity,Sprite,Fixtures,Appearance,AnimationPlayer,PointLight,GuideHelp"
"PortableGeneratorBase","","[ BaseMachine, SmallConstructibleMachine, StructureWheeled]","Resources\Prototypes\Entities\Structures\Power\Generation\portable_generator.yml","Transform,Physics,StaticPrice,AmbientSound,Fixtures,Appearance,Sprite,WiresPanel,UserInterface,ActivatableUI,Electrified,Destructible,GuideHelp,PortableGenerator,FuelGenerator,PowerSupplier,DeviceLinkSink,GeneratorSignalControl,DeviceNetwork,WirelessNetworkConnection"
"PortableGeneratorJrPacman","J.R.P.A.C.M.A.N.-type portable generator","PortableGeneratorBase","Resources\Prototypes\Entities\Structures\Power\Generation\portable_generator.yml","AmbientSound,Fixtures,Sprite,GenericVisualizer,Machine,FuelGenerator,ChemicalFuelGeneratorAdapter,SolutionContainerManager,RefillableSolution,PortableGenerator,NodeContainer,PowerMonitoringDevice,PowerSupplier,GeneratorExhaustGas,Explosive,Destructible"
"PortableScrubber","portable scrubber","[BaseMachinePowered, SmallConstructibleMachine, StructureWheeled]","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\portable.yml","Transform,Physics,AtmosDevice,Fixtures,Sprite,PortableScrubber,NodeContainer,ApcPowerReceiver,Appearance,GenericVisualizer,PortableScrubberVisuals,AmbientSound,Machine,Damageable,Destructible,GuideHelp"
"PortalArtifact","","BasePortal","Resources\Prototypes\Entities\Effects\portal.yml","Sprite,PointLight,TimedDespawn,Portal"
"PoweredLEDLightPostSmall","post light","PoweredLightPostSmallEmpty","Resources\Prototypes\Entities\Structures\Lighting\ground_lighting.yml","Sprite,PointLight,PoweredLight,AmbientOnPowered,AmbientSound,DamageOnInteract"
"Poweredlight","","PoweredlightEmpty","Resources\Prototypes\Entities\Structures\Lighting\base_lighting.yml","Sprite,PointLight,PoweredLight,AmbientOnPowered,AmbientSound,DamageOnInteract"
"PoweredLightPostSmall","post light","PoweredLightPostSmallEmpty","Resources\Prototypes\Entities\Structures\Lighting\ground_lighting.yml","Sprite,PointLight,PoweredLight,AmbientOnPowered,AmbientSound,DamageOnInteract"
"PoweredSmallLightEmpty","small light","SmallLight","Resources\Prototypes\Entities\Structures\Lighting\base_lighting.yml","Sprite,AmbientSound,PointLight,ContainerContainer,PoweredLight,ApcPowerReceiver,ExtensionCableReceiver,DeviceNetwork,WirelessNetworkConnection,Appearance,PoweredLightVisuals,DeviceLinkSink,DamageOnInteract"
"PoweredStrobeLightEmpty","strobe","AlwaysPoweredStrobeLight","Resources\Prototypes\Entities\Structures\Lighting\strobe_lighting.yml","Sprite,AmbientSound,PointLight,ContainerContainer,PoweredLight,ApcPowerReceiver,ExtensionCableReceiver,DeviceNetwork,WirelessNetworkConnection,Appearance,PoweredLightVisuals,DeviceLinkSink,Construction,DamageOnInteract"
"PoweredStrobeLightEpsilon","","PoweredStrobeLightEmpty","Resources\Prototypes\Entities\Structures\Lighting\strobe_lighting.yml","AmbientSound"
"PoweredStrobeLightPolice","","PoweredStrobeLightEmpty","Resources\Prototypes\Entities\Structures\Lighting\strobe_lighting.yml","AmbientSound"
"PoweredStrobeLightSiren","","PoweredStrobeLightEmpty","Resources\Prototypes\Entities\Structures\Lighting\strobe_lighting.yml","AmbientSound"
"PressureControlledValve","pneumatic valve","GasPipeBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\trinary.yml","AtmosDevice,Tag,SubFloorHide,NodeContainer,Sprite,Appearance,GenericVisualizer,PipeColorVisuals,PressureControlledValve,AmbientSound,Construction,AtmosMonitoringConsoleDevice,GuideHelp"
"ProjectileAnomalyFireball","fireball","ProjectileFireball","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","TimedDespawn,Explosive"
"ProjectileDragonsBreath","dragon's breath","BaseBulletTrigger","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","PointLight,Sprite,IgnitionSource,RepeatingTrigger,ExplodeOnTrigger,Explosive,TimedDespawn"
"ProjectileFireball","fireball","BulletRocket","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","PointLight,Projectile,Sprite,Explosive,IgnitionSource,IgniteOnCollide"
"ProjectileGrenadeBase","","BaseItem","Resources\Prototypes\Entities\Objects\Weapons\Throwable\projectile_grenades.yml","Appearance,Damageable,DeleteOnTrigger,Destructible,ContainerContainer,ProjectileGrenade,AnimationPlayer,GenericVisualizer,Tag,Fixtures"
"ProjectilePolyboltBase","","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","Sprite,Projectile,TriggerOnCollide,PolymorphOnTrigger"
"ProjectilePolyboltBread","bread polybolt","ProjectilePolyboltBase","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","PolymorphOnTrigger,WhitelistTriggerCondition"
"ProjectilePolyboltCarp","carp polybolt","ProjectilePolyboltBase","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","PolymorphOnTrigger,WhitelistTriggerCondition"
"ProjectilePolyboltCluwne","cluwne polybolt","ProjectilePolyboltBase","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","PolymorphOnTrigger,WhitelistTriggerCondition"
"ProjectilePolyboltDoor","door polybolt","ProjectilePolyboltBase","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","Sprite,PolymorphOnTrigger,WhitelistTriggerCondition"
"ProjectilePolyboltMonkey","monkey polybolt","ProjectilePolyboltBase","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\magic.yml","PolymorphOnTrigger,WhitelistTriggerCondition"
"PromethiumBullet","","BaseBulletTrigger","Resources\Prototypes\_WH40K\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","TimedDespawn,PointLight,Sprite,FireUnderBullet,FlyBySound,Clickable,Physics,Fixtures,Projectile,IgniteOnCollide"
"PuddleSparkle","sparkle","","Resources\Prototypes\Entities\Effects\puddle.yml","TimedDespawn,EvaporationSparkle,Transform,Sprite"
"PushHorn","push horn","BaseItem","Resources\Prototypes\Entities\Objects\Fun\sound_maker.yml","Sprite,Item,Clothing,EmitSoundOnUse,EmitSoundOnLand,UseDelay,TriggerOnUse,RepulseAttractOnTrigger,SpawnOnTrigger"
"RadiationPulse","shimmering anomaly","","Resources\Prototypes\Entities\Effects\radiation.yml","RadiationSource,TimedDespawn,EmitSoundOnSpawn,RadiationPulse"
"RandomAnomalyInjectorSpawner","random anomaly injector spawner","MarkerBase","Resources\Prototypes\Entities\Markers\Spawners\Random\anomaly.yml","Sprite,RandomSpawner"
"RandomAnomalySpawner","random anomaly spawner","MarkerBase","Resources\Prototypes\Entities\Markers\Spawners\Random\anomaly.yml","Sprite,RandomSpawner"
"RandomRockAnomalySpawner","random rock anomaly spawner","MarkerBase","Resources\Prototypes\Entities\Markers\Spawners\Random\anomaly.yml","Sprite,RandomSpawner"
"ReactionFlash","","","Resources\Prototypes\Entities\Effects\chemistry_effects.yml","PointLight,LightFade,TimedDespawn"
"Recycler","recycler","BaseMachinePowered","Resources\Prototypes\Entities\Structures\Machines\recycler.yml","AmbientSound,Fixtures,DeviceLinkSink,Transform,Sprite,Appearance,RecyclerVisuals,CollideMaterialReclaimer,MaterialReclaimer,MaterialStorage,Conveyor,Rotatable,Repairable,Destructible,InteractionPopup,SpookySpeaker,Speech"
"ResearchAndDevelopmentServer","R&D server","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\research.yml","Sprite,PointLight,LitOnPowered,ResearchServer,TechnologyDatabase,ApcPowerReceiver,ExtensionCableReceiver,WiresPanel,WiresVisuals,Machine,Destructible,Appearance,GenericVisualizer,AmbientOnPowered,AmbientSound,GuideHelp"
"RMCContainerBase","cargo container","","Resources\Prototypes\_RMC14\Entities\Structures\containers.yml","Transform,Physics,Fixtures,Sprite,Clickable,Occluder,Damageable,Destructible,ExplosionResistance"
"RubberChicken","rubber chicken","BaseRubberToy","Resources\Prototypes\Entities\Objects\Fun\sound_maker.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnActivate,EmitSoundOnCollide,EmitSoundOnTrigger,MeleeWeapon"
"SadTromboneImplant","sad trombone implant","BaseSubdermalImplant","Resources\Prototypes\Entities\Objects\Misc\subdermal_implants.yml","SubdermalImplant,TriggerOnMobstateChange,EmitSoundOnTrigger"
"SeismicCharge","seismic charge","[ BasePlasticExplosive, BaseSecurityCargoContraband ]","Resources\Prototypes\Entities\Objects\Weapons\Bombs\plastic.yml","Sprite,TriggerOnActivate,TriggerOnSignal,TriggerOnStuck,ToggleTriggerCondition,TimerTrigger,DeviceLinkSink,Explosive,ExplodeOnTrigger"
"SelfDestructSeq","self destruct","TimerGrenadeBase","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","ExplodeOnTrigger,Explosive,TimerTrigger,LightBehaviorOnTrigger,PointLight,RotatingLight,LightBehaviour"
"ShadowPortal","shadow rift","[ BasePortal, BaseShadow ]","Resources\Prototypes\Entities\Effects\portal.yml","Portal,Sprite,PointLight,AmbientSound"
"ShardBase","","BaseItem","Resources\Prototypes\Entities\Objects\Materials\shards.yml","Sharp,Execution,Sprite,RandomSprite,MeleeWeapon,Item,CollisionWake,Fixtures,DamageOtherOnHit,Tag,SpaceGarbage,Damageable,Destructible,StepTrigger,PreventableStepTrigger,Slippery,TriggerOnStepTrigger,DamageOnTrigger,DeleteOnTrigger,StaticPrice"
"ShuttleComputerModular","С‚РµСЂРјРёРЅР°Р» СѓРїСЂР°РІР»РµРЅРёСЏ","[BaseComputer, BaseMachinePowered]","Resources\Prototypes\_WH40K\Entities\Structures\Machines\Computers\ComputerModular.yml","SpriteFade,Sprite,AmbientSound,PointLight,Transform,LitOnPowered,ApcPowerReceiver,ExtensionCableReceiver,Physics,CommunicationsConsole,DeviceNetwork,ActivatableUIRequiresPower,ActivatableUI,UserInterface,Computer,MaterialStorage,Fixtures,Repairable,WiresPanel,Destructible,Appearance,GenericVisualizer,WiresVisuals"
"SignalControlledValve","signal valve","GasBinaryBase","Resources\Prototypes\Entities\Structures\Piping\Atmospherics\binary.yml","StationAiWhitelist,SubFloorHide,Sprite,AtmosPipeLayers,Appearance,GenericVisualizer,PipeColorVisuals,GasValve,SignalControlledValve,DeviceNetwork,WirelessNetworkConnection,DeviceLinkSink,NodeContainer,Construction,AmbientSound,AtmosMonitoringConsoleDevice,GuideHelp"
"SignalTrigger","signal trigger","TimerTrigger","Resources\Prototypes\Entities\Objects\Devices\Electronics\triggers.yml","Sprite,StaticPrice,Tag,PayloadTrigger,DeviceNetwork,WirelessNetworkConnection,DeviceLinkSink,TriggerOnSignal,TimerTrigger"
"Singularity","gravitational singularity","","Resources\Prototypes\Entities\Structures\Power\Generation\Singularity\singularity.yml","Clickable,AmbientSound,Physics,CanMoveInAir,EventHorizon,GravityWell,Fixtures,Singularity,RandomWalk,SingularityDistortion,RadiationSource,PointLight,Appearance,GuideHelp,Tag,WarpPoint,Sprite,GenericVisualizer"
"SingularityGrenade","singularity grenade","[ FragileGrenadeBase, TimerGrenadeBase, BaseSyndicateContraband ]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,TimerTrigger,TimerTriggerVisuals,EmitSoundOnTrigger,AnchorOnTrigger,TwoStageTrigger,AmbientSound,GravityWell,SingularityDistortion,PointLight,EmitSoundOnTrigger,DeleteOnTrigger,StaticPrice"
"SinkEmpty","sink","","Resources\Prototypes\Entities\Structures\Furniture\sink.yml","Clickable,InteractionOutline,Sprite,Appearance,SolutionContainerVisuals,SolutionContainerManager,SolutionRegeneration,DrainableSolution,ReagentTank,Drain,DumpableSolution,Damageable,Destructible,AmbientSound"
"Skub","skub","BaseItem","Resources\Prototypes\Entities\Objects\Fun\sound_maker.yml","Sprite,Tag,Item,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnTrigger,EmitSoundOnActivate,EmitSoundOnCollide,MeleeWeapon,UseDelay"
"SlipocalypseClusterSoap","slipocalypse clustersoap","[SoapSyndie, ScatteringGrenadeBase, ImpactGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\scattering_grenades.yml","Sprite,ScatteringGrenade,LandAtCursor,DamageOnLand,EmitSoundOnTrigger,StaticPrice"
"SmallLight","small light","AlwaysPoweredWallLight","Resources\Prototypes\Entities\Structures\Lighting\base_lighting.yml","AmbientSound,Sprite,PointLight,Physics,Fixtures,Damageable,Destructible,Construction"
"SmartFridge","SmartFridge","[BaseStructureDynamic, ConstructibleMachine]","Resources\Prototypes\Entities\Structures\Machines\smartfridge.yml","StationAiWhitelist,Vocalizer,VocalizerRequiresPower,DatasetVocalizer,Speech,Appearance,Sprite,PointLight,Machine,ContainerContainer,Construction,LitOnPowered,ApcPowerReceiver,ExtensionCableReceiver,SmartFridge,ActivatableUI,ActivatableUIRequiresPower,UserInterface,WiresPanel,WiresVisuals,AccessReader,UseDelay,AntiRottingContainer,ResistLocker,Physics,Transform,Fixtures,Anchorable,InteractionOutline,Destructible,Damageable,DamageOnHighSpeedImpact,ExplosionResistance,Airtight"
"Smoke","smoke","BaseFoam","Resources\Prototypes\Entities\Effects\chemistry_effects.yml","Occluder,Sprite,TimedDespawn,Tag"
"SmokeGrenade","smoke grenade","[VolatileGrenadeBase, TimerGrenadeBase, BaseSecurityContraband ]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\canister_grenades.yml","Sprite,SmokeOnTrigger,EmitSoundOnTrigger,DeleteOnTrigger,TimerTriggerVisuals"
"SnapPop","snap pop","BaseItem","Resources\Prototypes\Entities\Objects\Fun\toys.yml","Sprite,Item,Damageable,Destructible,DamageOnLand,Explosive,Construction"
"SnapPopExplosive","","SnapPop","Resources\Prototypes\Entities\Objects\Weapons\Bombs\funny.yml","Explosive,Construction"
"SoapletSyndie","soaplet","BaseSoap","Resources\Prototypes\Entities\Objects\Specific\Janitorial\soap.yml","SolutionContainerManager,SolutionContainerVisuals,Sprite,Slippery,StepTrigger,TriggerOnStepTrigger,Item,Fixtures,DeleteOnTrigger,EmitSoundOnTrigger,Residue"
"Spark","lightning","BaseLightning","Resources\Prototypes\Entities\Effects\lightning.yml","Sprite,Electrified,Lightning,PointLight,Beam,TimedDespawn,Tag"
"SpawnFloorTrapBear","","CollideFloorTrapSpawn","Resources\Prototypes\floor_trap.yml","TriggerOnCollide,SpawnOnTrigger,DeleteOnTrigger"
"SpawnFloorTrapCarp","","CollideFloorTrapSpawn","Resources\Prototypes\floor_trap.yml","TriggerOnCollide,SpawnOnTrigger,DeleteOnTrigger"
"SpawnFloorTrapKangaroo","","CollideFloorTrapSpawn","Resources\Prototypes\floor_trap.yml","TriggerOnCollide,SpawnOnTrigger,DeleteOnTrigger"
"SpawnFloorTrapXenoBurrower","","CollideFloorTrapSpawn","Resources\Prototypes\floor_trap.yml","TriggerOnCollide,SpawnOnTrigger,DeleteOnTrigger"
"SpawnFloorTrapXenoDrone","","CollideFloorTrapSpawn","Resources\Prototypes\floor_trap.yml","TriggerOnCollide,SpawnOnTrigger,DeleteOnTrigger"
"SpiderCharge","spider clan charge","[ BaseItem, BaseHighlyIllegalContraband ]","Resources\Prototypes\Entities\Objects\Weapons\Bombs\spider.yml","Sprite,Item,SpiderCharge,TriggerOnStuck,TimerTrigger,Sticky,Explosive,ExplodeOnTrigger,StickyVisualizer,Appearance,GenericVisualizer"
"StationAnchorBase","station anchor","","Resources\Prototypes\Entities\Structures\Shuttles\station_anchor.yml","StationAnchor,Transform,Physics,AmbientSound,InteractionOutline,Sprite,GenericVisualizer,Appearance,Fixtures"
"StrangeToster","","BasePlushie","Resources\Prototypes\_WH40K\Entities\Objects\Fun\toys.yml","Sprite,EmitSoundOnUse,EmitSoundOnLand,EmitSoundOnCollide,EmitSoundOnActivate,EmitSoundOnTrigger,MeleeWeapon"
"StructureAltar","dark gods altar","BaseStructure","Resources\Prototypes\_WH40K\Entities\Structures\specific\altar.yml","Sprite,WH40KChaosAltar,AmbientSound"
"Stunbaton","stun baton","[BaseItem, BaseSecurityContraband]","Resources\Prototypes\Entities\Objects\Weapons\security.yml","Sprite,Stunbaton,ItemToggle,ItemTogglePrefix,ItemToggleMeleeWeapon,MeleeWeapon,StaminaDamageOnHit,StaminaDamageOnCollide,LandAtCursor,Battery,UseDelay,Item,Clothing,DisarmMalus,Appearance,GenericVisualizer,StaticPrice,Riggable,SolutionContainerManager,InjectableSolution,DrawableSolution,Explosive,PhysicalComposition,GuideHelp"
"StunRune","stun rune","CollideRune","Resources\Prototypes\Magic\Fixtures\runes.yml","TriggerOnCollide,DeleteOnTrigger,StunOnCollide,Sprite"
"SurveillanceCameraRouterBase","camera router","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\surveillance_camera_routers.yml","DeviceNetwork,WiredNetworkConnection,DeviceNetworkRequiresPower,UserInterface,Machine,Sprite,GenericVisualizer,Appearance,AmbientOnPowered,AmbientSound,WiresVisuals,WiresPanel"
"SurveillanceCameraWirelessRouterBase","wireless camera router","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\surveillance_camera_routers.yml","DeviceNetwork,WirelessNetworkConnection,DeviceNetworkRequiresPower,UserInterface,Machine,Sprite,GenericVisualizer,Appearance,AmbientOnPowered,AmbientSound,WiresVisuals,WiresPanel"
"SyndicateBomb","syndicate bomb","[BaseHardBomb, BaseSyndicateContraband]","Resources\Prototypes\Entities\Structures\Machines\bombs.yml","Sprite,GenericVisualizer,PointLight,Explosive,StaticPrice"
"SyndicateBombFake","","SyndicateBomb","Resources\Prototypes\Entities\Structures\Machines\bombs.yml","Explosive"
"SyndieMiniBomb","syndicate minibomb","[VolatileGrenadeBase, TimerGrenadeBase, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,ExplosionResistance,TimerTrigger,ExplodeOnTrigger,Explosive,Appearance,TimerTriggerVisuals,StaticPrice"
"SyndieTrickyBomb","syndicate trickybomb","[GrenadeDummy, BaseSyndicateContraband]","Resources\Prototypes\Entities\Objects\Weapons\Throwable\grenades.yml","Sprite,TimerTrigger,EmitSoundOnTrigger,Appearance,TimerTriggerVisuals,StaticPrice"
"TearGasGrenade","tear gas grenade","SmokeGrenade","Resources\Prototypes\Entities\Objects\Weapons\Throwable\canister_grenades.yml","Sprite,SmokeOnTrigger"
"TearGasSmoke","tear gas","BaseFoam","Resources\Prototypes\Entities\Effects\chemistry_effects.yml","Sprite,TimedDespawn,Tag"
"TegCenter","thermo-electric generator","BaseMachinePowered","Resources\Prototypes\Entities\Structures\Power\Generation\teg.yml","Transform,Sprite,GenericVisualizer,Anchorable,Pullable,NodeContainer,PowerMonitoringDevice,Rotatable,AtmosDevice,TegGenerator,DeviceNetwork,WiredNetworkConnection,PowerSupplier,Appearance,ApcPowerReceiver,LitOnPowered,PointLight,AmbientSound,GuideHelp,StealTarget"
"TegCirculator","circulator","BaseMachine","Resources\Prototypes\Entities\Structures\Power\Generation\teg.yml","Transform,Sprite,GenericVisualizer,Appearance,PointLight,Tag,Rotatable,Anchorable,Pullable,GuideHelp,NodeContainer,AtmosUnsafeUnanchor,PipeRestrictOverlap,TegCirculator,StealTarget,Sprite,TimedDespawn,Tag"
"TelecomServer","telecommunication server","[ BaseMachinePowered, ConstructibleMachine ]","Resources\Prototypes\Entities\Structures\Machines\telecomms.yml","Sprite,ItemMapper,PointLight,LitOnPowered,GenericVisualizer,Appearance,AmbientOnPowered,AmbientSound,WiresVisuals,Physics,Fixtures,Destructible,Machine,WiresPanel,Transform,Pullable,EncryptionKeyHolder,TelecomServer,ContainerContainer"
"TemporaryEntityForTimedDespawnSpawners","","","Resources\Prototypes\Entities\Markers\Spawners\temp.yml","Transform,Physics,TimedDespawn"
"TeslaGunBullet","tesla gun lightning","BaseBullet","Resources\Prototypes\Entities\Objects\Weapons\Guns\Projectiles\projectiles.yml","TimedDespawn,Sprite,StaminaDamageOnCollide,EmbeddableProjectile,Projectile,LightningArcShooter,Electrified,Tag"
"TeslaMiniEnergyBall","mini ball lightning","BaseEnergyBall","Resources\Prototypes\Entities\Structures\Power\Generation\Tesla\energyball.yml","ChasingWalk,TeslaEnergyBall,Fixtures,TimedDespawn,Sprite,Electrified"
"ThrowingStarNinja","ninja throwing star","ThrowingStar","Resources\Prototypes\Entities\Objects\Weapons\Throwable\throwing_stars.yml","TimedDespawn"
